t,rpm_true,torque_true,cht_c1_true,cht_c2_true,cht_c3_true,cht_c4_true,egt_c1_true,egt_c2_true,egt_c3_true,egt_c4_true,oil_pressure_true,oil_temperature_true,fuel_flow_true,rail_pressure_true,injection_timing_true,boost_pressure_true,map_true,intake_temperature_true,air_mass_flow_true,coolant_temperature_true,vibration_rms_x_true,vibration_order_1x_true,vibration_rms_x_bearing_proxy_true,vibration_order_1x_bearing_proxy_true,battery_voltage_true,battery_current_true,alternator_power_true,injector_health_c1,injector_health_c2,injector_health_c3,injector_health_c4,cooling_health,oil_pump_health,bearing_health,turbo_efficiency_deg,combustion_stability,injection_timing_deg,fuel_delivery_health,alternator_health,misfire_rate_c1,misfire_rate_c2,misfire_rate_c3,misfire_rate_c4,sensor_fault_active_cht_c3,imep_cov_c1,vibration_order_2x_true,sensor_fault_active_vibration_rms_x_bearing_proxy
10,1034.21230682675,29.4023538044508,17.4420613558578,17.4420613558578,17.4420613558578,17.4420613558578,531.995065024665,531.995065024665,531.995065024665,531.995065024665,1.02155618724309,19.1551470184366,2.57212181936702,331.213242037086,0.312132420370863,0.0262464506899916,102.867517981349,25.8530469838583,0.0185091860476644,19.1844807064935,3168.51904095793,1.314970192773,0.05,0.0,27.1028427835903,-8.6872268078761,0.264551457600743,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
11,1050.31494136919,30.1557033496808,17.4701517695129,17.4701517695129,17.4701517695129,17.4701517695129,528.747347243985,528.747347243985,528.747347243985,528.747347243985,1.02991345457061,19.1967461456158,2.59641459944053,332.538582897232,0.325385828972325,0.0279335425596088,102.928531234708,25.8452195444696,0.0188090147354441,19.2218287731776,3168.51904095793,1.314970192773,0.05,0.0,27.1023565602188,-8.53528166395082,0.268673753001707,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
12,1066.40983793035,30.9178986688903,17.4984921719947,17.4984921719947,17.4984921719947,17.4984921719947,525.701962729585,525.701962729585,525.701962729585,525.701962729585,1.03826670588585,19.2383701529682,2.62137327975588,333.900253267489,0.339002532674889,0.0296572028549183,102.993295039807,25.8385092540508,0.0191096868334774,19.259188447235,3168.51904095793,1.314970192773,0.05,0.0,27.1018789227367,-8.38340722032588,0.272793912554731,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
13,1082.49704985805,31.6889300318548,17.5270882207142,17.5270882207142,17.5270882207142,17.5270882207142,522.851003178022,522.851003178022,522.851003178022,522.851003178022,1.04661596887633,19.2800187208471,2.64700641977102,335.298720126082,0.352987201260821,0.0314174056804157,103.061806744704,25.832914196477,0.0194112308570334,19.2965662454016,3168.51904095793,1.314970192773,0.05,0.0,27.1014098667073,-8.23160307788432,0.276911951126207,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
14,1098.57666727108,32.4687891769302,17.5559456546259,17.5559456546259,17.5559456546259,17.5559456546259,520.186983825421,520.186983825421,520.186983825421,520.186983825421,1.05496129031369,19.3216915302796,2.67332260751803,336.734452010158,0.367344520101584,0.0332141280474342,103.134063988165,25.828432459197,0.0197136759698195,19.3339687318373,3168.51904095793,1.314970192773,0.05,0.0,27.1009493877369,-8.07986845781884,0.28102789386508,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
15,1114.64880309945,33.2574690379069,17.585070294355,17.585070294355,17.585070294355,17.585070294355,517.702817774645,517.702817774645,517.702817774645,517.702817774645,1.06330272880862,19.3633882631336,2.70033044955866,338.207918467785,0.382079184677851,0.0350473490235109,103.21006461461,25.825062108389,0.0200170517243474,19.3714025181235,3168.51904095793,1.314970192773,0.05,0.0,27.1004974814909,-7.92820234795373,0.28514177223653,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
16,1130.71358839229,34.0549636629054,17.6144680422774,17.6144680422774,17.6144680422774,17.6144680422774,515.391789626459,515.391789626459,515.391789626459,515.391789626459,1.0716403523756,19.4051086022313,2.72803856929735,339.719589965916,0.397195899659164,0.0369170494940001,103.289806650267,25.8228011823796,0.0203213879775339,19.4088742632129,3168.51904095793,1.314970192773,0.05,0.0,27.1000541437058,-7.77660355209823,0.289253622684003,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
17,1146.77117026128,34.8612681872301,17.6441448825974,17.6441448825974,17.6441448825974,17.6441448825974,513.247530494307,513.247530494307,513.247530494307,513.247530494307,1.0799742373656,19.4468522314275,2.75645560768041,341.269937928539,0.412699379285393,0.0388232120961056,103.373288296576,25.8216476902045,0.0206267148562243,19.4463906733778,3168.51904095793,1.314970192773,0.05,0.0,27.0996193701985,-7.62507071147247,0.293363486048247,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
18,1162.82171059399,35.6763788208535,17.6741068814348,17.6741068814348,17.6741068814348,17.6741068814348,511.263994818991,511.263994818991,511.263994818991,511.263994818991,1.08830446779828,19.4886188356643,2.78559022455241,342.859434810671,0.428594348106708,0.0407658211999311,103.4605079283,25.821599611575,0.0209330627372993,19.4839585021696,3168.51904095793,1.314970192773,0.05,0.0,27.0991931568754,-7.47360231789577,0.297471407209671,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
19,1178.86538501802,36.50029283952,17.7043601869258,17.7043601869258,17.7043601869258,17.7043601869258,509.435438963901,509.435438963901,509.435438963901,509.435438963901,1.09663113482435,19.5304081010002,2.81545110017648,344.488554181305,0.444885541813052,0.0427448629014037,103.55146409281,25.8226548972024,0.0212404622325085,19.5215845503916,3168.51904095793,1.314970192773,0.05,0.0,27.0987754997402,-7.32219672429081,0.30157743480351,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
20,1194.90238197149,37.3330085764475,17.7349110293376,17.7349110293376,17.7349110293376,17.7349110293376,507.756401468424,507.756401468424,507.756401468424,507.756401468424,1.1049543362432,19.5722197146169,2.84604693678015,346.157770807747,0.46157770807747,0.0447603250174019,103.646155509601,25.8248114691889,0.0215489441752807,19.5592756660879,3168.51904095793,1.314970192773,0.05,0.0,27.0983663949018,-7.17085215406723,0.305681620965415,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
21,1210.9329018386,38.1745254138325,17.7657657211968,17.7657657211968,17.7657657211968,17.7657657211968,506.221684821826,506.221684821826,506.221684821826,506.221684821826,1.11327417605423,19.6140533648042,2.87738646008786,347.867560739221,0.478675607392214,0.0468121970805181,103.74458106977,25.8280672214128,0.0218585396087174,19.5970387445462,3168.51904095793,1.314970192773,0.05,0.0,27.097965838581,-7.01956670983721,0.309784021095191,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
22,1226.95715613667,39.0248437739615,17.7969306574318,17.7969306574318,17.7969306574318,17.7969306574318,504.826338626483,504.826338626483,504.826338626483,504.826338626483,1.12159076403493,19.6559087409216,2.90947842082945,349.618401389173,0.496184013891726,0.0489004703328163,103.846739835388,25.8324200198853,0.0221692797745101,19.6348807283151,3168.51904095793,1.314970192773,0.05,0.0,27.0975738271173,-6.86833838160947,0.313884693634714,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
23,1242.97536674888,39.8839651099001,17.8284123155291,17.8284123155291,17.8284123155291,17.8284123155291,503.565644030383,503.565644030383,503.565644030383,503.565644030383,1.12990421534267,19.6977855333395,2.94233159622136,351.410771616075,0.514107716160748,0.0510251377184632,103.952631038766,25.8378677030782,0.0224811961026677,19.6728086072362,3168.51904095793,1.314970192773,0.05,0.0,27.0971903569748,-6.71716505452369,0.317983699858352,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
24,1258.98776519893,40.7518918957702,17.860217255702,17.860217255702,17.860217255702,17.860217255702,502.435099320068,502.435099320068,502.435099320068,502.435099320068,1.13821465013825,19.739683433359,2.97595479141953,353.245151802696,0.532451518026961,0.0531861938752505,104.062254081606,25.8444080822198,0.0227943202019817,19.7108294184885,3168.51904095793,1.314970192773,0.05,0.0,27.0968154247483,-6.56604451616288,0.322081103674854,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
25,1274.99459196486,41.6286276166345,17.8923521210737,17.8923521210737,17.8923521210737,17.8923521210737,501.430406575548,501.430406575548,501.430406575548,501.430406575548,1.14652219322976,19.781602133111,3.01035684094329,355.122023933783,0.551220239337834,0.0553836351250518,104.175608534046,25.852038941564,0.0231086838511705,19.7489502466477,3168.51904095793,1.314970192773,0.05,0.0,27.0964490271681,-6.41497446347352,0.326176971439905,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
26,1290.99609582927,42.5141767580127,17.924823637872,17.924823637872,17.924823637872,17.924823637872,500.547459298053,500.547459298053,500.547459298053,500.547459298053,1.15482697373539,19.8235413254351,3.04554661007004,357.041871672151,0.570418716721511,0.0576174594632709,104.292694133607,25.8607580386308,0.023424318990653,19.7871782237571,3168.51904095793,1.314970192773,0.05,0.0,27.0960911611051,-6.26395250931938,0.330271371778649,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
27,1306.99253326365,43.4085447950475,17.9576386156369,17.9576386156369,17.9576386156369,17.9576386156369,499.782330929875,499.782330929875,499.782330929875,499.782330929875,1.16312912476384,19.8655007037387,3.08153299620026,359.005180433151,0.590051804331514,0.0598876665473271,104.41351078404,25.8705631044223,0.0237412577149037,19.8255205294115,3168.51904095793,1.314970192773,0.05,0.0,27.0957418235756,-6.11297618869286,0.334364375417513,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
28,1322.98416784467,44.3117381813437,17.9908039474406,17.9908039474406,17.9908039474406,17.9908039474406,499.131264193069,499.131264193069,499.131264193069,499.131264193069,1.17142878311138,19.9074799618374,3.11832493019263,361.012437457515,0.610124374575151,0.0621942576842294,104.538058554084,25.8814518436143,0.0240595322653458,19.8639843908533,3168.51904095793,1.314970192773,0.05,0.0,27.0954010117452,-5.9620429646057,0.338456055024754,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
29,1338.97126970028,45.223764337498,18.0243266101195,18.0243266101195,18.0243266101195,18.0243266101195,498.590661180506,498.590661180506,498.590661180506,498.590661180506,1.17972608897444,19.9494787937758,3.15593137766899,363.064131882548,0.630641318825475,0.0645372358172879,104.666337676135,25.8934219347253,0.0243791750237434,19.9025770830798,3168.51904095793,1.314970192773,0.05,0.0,27.0950687229328,-5.81115023367913,0.342546485059177,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
30,1354.95411498394,46.1446316393379,18.0582136645174,18.0582136645174,18.0582136645174,18.0582136645174,498.157074138865,498.157074138865,498.157074138865,498.157074138865,1.18802118567667,19.9914968936309,3.19436134028898,365.160754811666,0.651607548116657,0.0669166055119982,104.798348544838,25.9064710302648,0.0247002185060554,19.9413059289626,3168.51904095793,1.314970192773,0.05,0.0,27.094744954614,-5.66029533145228,0.346635741626508,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
31,1370.93298537515,47.0743494058874,18.0924722557408,18.0924722557408,18.0924722557408,18.0924722557408,497.827196888539,497.827196888539,497.827196888539,497.827196888539,1.1963142194097,20.0335339552967,3.23362385699397,367.302799382268,0.673027993822676,0.0693323729411482,104.934091715595,25.9205967568605,0.0250226953567168,19.9801782993767,3168.51904095793,1.314970192773,0.05,0.0,27.0944297044247,-5.50947553742604,0.350723902342963,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
32,1386.90816760462,48.0129278870758,18.1271096134243,18.1271096134243,18.1271096134243,18.1271096134243,497.597856830385,497.597856830385,497.597856830385,497.597856830385,1.2046053389868,20.0755896722525,3.27372800522032,369.490760831921,0.694907608319207,0.0717845458691799,105.073567903003,25.9357967153685,0.0253466383433157,20.0192016133415,3168.51904095793,1.314970192773,0.05,0.0,27.094122970164,-5.35868807985838,0.354811046205565,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
33,1402.75040134919,48.927648742502,18.1621322271496,18.1621322271496,18.1621322271496,18.1621322271496,497.319890724063,497.319890724063,497.319890724063,497.319890724063,1.21282745830023,20.1176640396067,3.31367824918378,371.670325728872,0.716703257288718,0.0744131573151929,105.230780347153,25.9561847752019,0.0256727724547845,20.0583824918846,3168.51904095793,1.314970192773,0.05,0.0,27.0938247497969,-5.20793014032603,0.358897253468822,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
34,1415.77763931447,49.6601826669395,18.1975012758139,18.1975012758139,18.1975012758139,18.1975012758139,496.856199041745,496.856199041745,496.856199041745,496.856199041745,1.21958859480421,20.1597622577345,3.34658554748561,373.465648738608,0.734656487386078,0.077393437209479,105.423251979283,25.9868912214946,0.025955921607608,20.0976811090776,3168.51904095793,1.314970192773,0.05,0.0,27.0935349506826,-5.06539815327256,0.362760458095187,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
35,1427.79089014519,50.3787092806923,18.2331779827764,18.2331779827764,18.2331779827764,18.2331779827764,496.619462592743,496.619462592743,496.619462592743,496.619462592743,1.22582347198535,20.201878225684,3.37853008798996,375.208446584753,0.75208446584753,0.080267531345796,105.605197317008,26.0144533870226,0.0262189250266784,20.1370579471564,3168.51904095793,1.314970192773,0.05,0.0,27.0932523924422,-4.9481843123677,0.365937593540699,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
36,1439.67166057539,51.0989312059493,18.2691605457622,18.2691605457622,18.2691605457622,18.2691605457622,496.445646617901,496.445646617901,496.445646617901,496.445646617901,1.23198959183863,20.2440093403247,3.41075057055776,376.966298998166,0.769662989981659,0.0831646672744912,105.789539053628,26.0426676408607,0.0264807454642737,20.1765115066094,3168.51904095793,1.314970192773,0.05,0.0,27.0929762809274,-4.83559431294581,0.368989357975171,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
37,1451.51877782183,51.8226276793885,18.3054518632063,18.3054518632063,18.3054518632063,18.3054518632063,496.315617933326,496.315617933326,496.315617933326,496.315617933326,1.23813824568953,20.2861551400405,3.44338964900019,378.746988740812,0.787469887408123,0.0860993950523528,105.977732133118,26.071957504139,0.026743533779995,20.216045100091,3168.51904095793,1.314970192773,0.05,0.0,27.0927065028,-4.72370023014234,0.372022176057545,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
38,1463.34367432828,52.5500071016661,18.3420553892048,18.3420553892048,18.3420553892048,18.3420553892048,496.226108440391,496.226108440391,496.226108440391,496.226108440391,1.24427536697638,20.32831540222,3.47646551402533,380.551508242897,0.805515082428968,0.0890733225624102,106.169937282105,26.1023662283361,0.027007555327859,20.2556625900557,3168.51904095793,1.314970192773,0.05,0.0,27.0924430353451,-4.61205614768817,0.375048131542945,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
39,1475.1481487482,53.2811033987619,18.378974661472,18.378974661472,18.378974661472,18.378974661472,496.175603135923,496.175603135923,496.175603135923,496.175603135923,1.25040188920032,20.3704899315165,3.50998244198514,382.380090809292,0.823800908092923,0.0920866190795306,106.366171366428,26.1338947805518,0.0272728667728401,20.2953679034056,3168.51904095793,1.314970192773,0.05,0.0,27.0921858662773,-4.50060733358506,0.378068709607383,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
40,1486.93294144477,54.0159316351561,18.4162132488596,18.4162132488596,18.4162132488596,18.4162132488596,496.162814171476,496.162814171476,496.162814171476,496.162814171476,1.25651819660983,20.4126785363051,3.54394319022616,384.232886872516,0.842328868725157,0.095139297628901,106.566435626987,26.1665394792653,0.0275395018088923,20.3351649775718,3168.51904095793,1.314970192773,0.05,0.0,27.0919349847647,-4.38934254550587,0.381084217131293,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
41,1498.69866879818,54.7545051314979,18.4537747456982,18.4537747456982,18.4537747456982,18.4537747456982,496.186516204957,496.186516204957,496.186516204957,496.186516204957,1.26262460910625,20.4548810258559,3.57835036958917,386.110038872171,0.861100388721709,0.0982313561242392,106.770729793563,26.2002961327219,0.0278074914818992,20.3750577547395,3168.51904095793,1.314970192773,0.05,0.0,27.0916903804323,-4.27825540363275,0.38409482923637,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
42,1510.44592380277,55.496837312034,18.4916627713233,18.4916627713233,18.4916627713233,18.4916627713233,496.245527336728,496.245527336728,496.245527336728,496.245527336728,1.26872143445364,20.4970972097534,3.61320659425243,388.011689429944,0.880116894299438,0.101362792644776,106.979053612519,26.2351604871815,0.0280768663885594,20.4150501814047,3168.51904095793,1.314970192773,0.05,0.0,27.0914520432471,-4.16734015215023,0.387100704120124,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
43,1522.17528702381,56.2429418934359,18.5298809701587,18.5298809701587,18.5298809701587,18.5298809701587,496.338705479145,496.338705479145,496.338705479145,496.338705479145,1.27480897396535,20.5393268975612,3.64851449797093,389.937982235569,0.899379822355687,0.104533607037706,107.191407007041,26.2711282747038,0.0283476569180603,20.4551462084993,3168.51904095793,1.314970192773,0.05,0.0,27.0912199635007,-4.05659119690563,0.390101995582629,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NONE,0.0020243967031241,3794.55199622619,NONE
